date,expiry,strike,type,bid,ask,last_price,underlying,implied_volatility,days_to_expiry
2025-08-11,2025-08-25,18336.82,call,2.23,2.46,2.35,18000,0.1714,14
2025-08-11,2025-10-10,19185.81,call,161.37,178.36,169.87,18000,0.2408,60
2025-08-11,2025-09-10,17622.74,put,129.5,143.13,136.32,18000,0.2477,30
2025-08-11,2025-11-09,19275.2,put,42.3,46.75,44.52,18000,0.2218,90
2025-08-11,2025-08-18,17849.64,call,96.63,106.8,101.72,18000,0.1663,7
2025-08-11,2025-11-09,17996.02,call,134.14,148.26,141.2,18000,0.2335,90
2025-08-11,2025-10-10,19534.3,put,7.88,8.7,8.29,18000,0.2305,60
2025-08-11,2025-08-25,17358.01,put,138.22,152.76,145.49,18000,0.2015,14
2025-08-11,2025-11-09,17084.91,call,113.28,125.2,119.24,18000,0.1981,90
2025-08-11,2025-08-25,19444.98,put,157.24,173.79,165.52,18000,0.1898,14
2025-08-11,2025-09-10,17980.83,call,63.56,70.26,66.91,18000,0.2261,30
2025-08-11,2025-10-10,16526.6,put,162.61,179.73,171.17,18000,0.2418,60
2025-08-11,2025-09-10,17191.97,call,42.92,47.44,45.18,18000,0.2288,30
2025-08-11,2025-10-10,18265.83,put,41.11,45.44,43.27,18000,0.2157,60
2025-08-11,2025-08-25,19358.48,put,86.52,95.63,91.07,18000,0.1602,14
2025-08-11,2025-09-10,18906.38,call,29.96,33.12,31.54,18000,0.1536,30
2025-08-11,2025-08-25,18646.38,call,99.46,109.93,104.69,18000,0.245,14
2025-08-11,2025-09-10,18227.97,call,129.75,143.41,136.58,18000,0.2017,30
2025-08-11,2025-09-10,16717.73,call,161.84,178.88,170.36,18000,0.2394,30
2025-08-11,2025-11-09,17710.01,put,152.0,168.0,160.0,18000,0.2323,90
2025-08-11,2025-08-25,16936.85,call,50.56,55.89,53.23,18000,0.1755,14
2025-08-11,2025-10-10,18489.75,call,160.87,177.81,169.34,18000,0.1569,60
2025-08-11,2025-11-09,17856.01,call,142.93,157.97,150.45,18000,0.2311,90
2025-08-11,2025-11-09,18816.3,call,111.95,123.73,117.84,18000,0.2271,90
2025-08-11,2025-09-10,18056.37,call,48.3,53.39,50.85,18000,0.2039,30
2025-08-11,2025-11-09,16335.26,put,90.98,100.55,95.76,18000,0.2047,90
2025-08-11,2025-11-09,17699.64,put,123.65,136.67,130.16,18000,0.1862,90
2025-08-11,2025-11-09,17294.19,call,8.88,9.81,9.34,18000,0.2383,90
2025-08-11,2025-10-10,19680.64,put,109.55,121.08,115.31,18000,0.2232,60
2025-08-11,2025-08-18,19254.33,call,153.22,169.35,161.29,18000,0.211,7
2025-08-11,2025-11-09,18765.44,call,21.44,23.69,22.56,18000,0.1771,90
2025-08-11,2025-09-10,19798.36,put,128.98,142.55,135.76,18000,0.2485,30
2025-08-11,2025-11-09,18152.9,put,13.42,14.83,14.12,18000,0.2161,90
2025-08-11,2025-08-25,18753.55,call,88.51,97.83,93.17,18000,0.1769,14
2025-08-11,2025-08-18,19628.0,put,61.85,68.36,65.11,18000,0.1982,7
2025-08-11,2025-10-10,18475.77,call,17.53,19.38,18.45,18000,0.2259,60
2025-08-11,2025-08-18,18750.56,call,159.53,176.32,167.93,18000,0.1869,7
2025-08-11,2025-08-25,18709.95,put,137.4,151.86,144.63,18000,0.1598,14
2025-08-11,2025-08-25,18824.33,put,5.28,5.83,5.55,18000,0.1845,14
2025-08-11,2025-08-18,16902.87,call,113.74,125.71,119.73,18000,0.1713,7
2025-08-11,2025-11-09,19283.53,call,114.75,126.83,120.79,18000,0.2265,90
2025-08-11,2025-11-09,19609.53,call,82.51,91.19,86.85,18000,0.1812,90
2025-08-11,2025-10-10,19030.34,put,2.75,3.04,2.89,18000,0.2407,60
2025-08-11,2025-09-10,19220.39,put,105.32,116.41,110.86,18000,0.2298,30
2025-08-11,2025-08-25,17775.58,put,85.69,94.71,90.2,18000,0.2059,14
2025-08-11,2025-08-18,18123.45,put,86.32,95.41,90.86,18000,0.1552,7
2025-08-11,2025-09-10,17936.15,put,136.8,151.2,144.0,18000,0.1679,30
2025-08-11,2025-09-10,19628.88,put,147.97,163.54,155.75,18000,0.1632,30
2025-08-11,2025-10-10,18637.75,put,149.01,164.7,156.85,18000,0.179,60
2025-08-11,2025-09-10,18005.46,put,106.85,118.1,112.48,18000,0.175,30
2025-08-11,2025-09-10,19262.45,call,2.08,2.3,2.19,18000,0.2406,30
2025-08-11,2025-10-10,16872.89,put,52.46,57.98,55.22,18000,0.1788,60
2025-08-11,2025-09-10,17681.96,put,125.29,138.48,131.89,18000,0.1834,30
2025-08-11,2025-11-09,16446.07,call,14.35,15.86,15.11,18000,0.1856,90
2025-08-11,2025-08-18,18667.6,call,35.12,38.82,36.97,18000,0.1572,7
2025-08-11,2025-10-10,19735.38,put,108.12,119.5,113.81,18000,0.2171,60
2025-08-11,2025-09-10,19026.97,call,47.51,52.51,50.01,18000,0.1601,30
2025-08-11,2025-08-25,19588.58,call,11.54,12.76,12.15,18000,0.248,14
2025-08-11,2025-11-09,19717.58,put,19.37,21.41,20.39,18000,0.2471,90
2025-08-11,2025-08-18,18856.39,put,34.96,38.64,36.8,18000,0.2082,7
2025-08-11,2025-08-18,17631.4,call,88.37,97.67,93.02,18000,0.2105,7
2025-08-11,2025-09-10,17166.72,put,117.95,130.37,124.16,18000,0.205,30
2025-08-11,2025-08-25,18373.09,call,158.26,174.92,166.59,18000,0.1672,14
2025-08-11,2025-10-10,17270.25,put,78.32,86.57,82.44,18000,0.2196,60
2025-08-11,2025-09-10,18534.62,put,120.35,133.02,126.68,18000,0.2142,30
2025-08-11,2025-09-10,18633.69,call,99.79,110.29,105.04,18000,0.2172,30
2025-08-11,2025-09-10,17175.95,put,29.77,32.9,31.33,18000,0.1502,30
2025-08-11,2025-09-10,16581.26,put,36.44,40.27,38.36,18000,0.2112,30
2025-08-11,2025-09-10,19378.78,call,106.91,118.16,112.54,18000,0.2272,30
2025-08-11,2025-08-18,16381.76,call,99.68,110.17,104.93,18000,0.1515,7
2025-08-11,2025-08-18,18151.16,call,68.24,75.42,71.83,18000,0.2458,7
2025-08-11,2025-11-09,18422.1,put,167.07,184.65,175.86,18000,0.2172,90
2025-08-11,2025-08-18,17992.95,call,15.84,17.51,16.67,18000,0.1934,7
2025-08-11,2025-09-10,16503.48,call,44.24,48.9,46.57,18000,0.1934,30
2025-08-11,2025-11-09,18045.82,call,100.8,111.41,106.1,18000,0.1509,90
2025-08-11,2025-08-18,18168.75,call,122.1,134.96,128.53,18000,0.1742,7
2025-08-11,2025-08-18,19146.13,call,2.35,2.6,2.47,18000,0.2239,7
2025-08-11,2025-08-18,16971.86,call,155.81,172.21,164.01,18000,0.1577,7
2025-08-11,2025-09-10,17852.19,call,102.1,112.85,107.48,18000,0.1715,30
2025-08-11,2025-08-25,17539.92,call,137.67,152.16,144.92,18000,0.2338,14
2025-08-11,2025-09-10,17976.6,call,34.25,37.85,36.05,18000,0.2044,30
2025-08-11,2025-08-25,18049.0,call,89.17,98.55,93.86,18000,0.2238,14
2025-08-11,2025-09-10,18974.67,call,99.94,110.46,105.2,18000,0.2421,30
2025-08-11,2025-08-18,17400.98,put,153.1,169.22,161.16,18000,0.1868,7
2025-08-11,2025-08-18,16326.03,call,107.77,119.12,113.44,18000,0.1954,7
2025-08-11,2025-09-10,18496.64,put,75.68,83.64,79.66,18000,0.1928,30
2025-08-11,2025-10-10,16719.8,call,141.03,155.88,148.45,18000,0.1564,60
2025-08-11,2025-09-10,18355.84,call,85.95,95.0,90.47,18000,0.1801,30
2025-08-11,2025-11-09,17890.29,put,18.02,19.92,18.97,18000,0.2427,90
2025-08-11,2025-09-10,17674.82,put,158.01,174.64,166.32,18000,0.1909,30
2025-08-11,2025-11-09,16777.67,call,161.17,178.14,169.66,18000,0.2287,90
2025-08-11,2025-08-25,19374.09,call,76.3,84.33,80.32,18000,0.2326,14
2025-08-11,2025-10-10,17241.07,put,75.81,83.78,79.8,18000,0.2425,60
2025-08-11,2025-08-25,18127.99,call,13.1,14.48,13.79,18000,0.2243,14
2025-08-11,2025-08-18,19181.22,put,162.93,180.08,171.51,18000,0.2414,7
2025-08-11,2025-10-10,18475.98,call,160.93,177.87,169.4,18000,0.2006,60
2025-08-11,2025-08-18,17346.99,call,94.63,104.59,99.61,18000,0.1893,7
2025-08-11,2025-09-10,17456.0,call,115.76,127.94,121.85,18000,0.2359,30
2025-08-11,2025-08-18,17441.21,put,75.11,83.01,79.06,18000,0.2248,7
2025-08-11,2025-08-18,16777.32,call,123.45,136.44,129.95,18000,0.1911,7
2025-08-11,2025-10-10,17026.55,call,126.65,139.98,133.31,18000,0.193,60
2025-08-11,2025-11-09,18787.46,put,50.75,56.09,53.42,18000,0.2289,90
2025-08-11,2025-08-18,17442.83,put,152.34,168.37,160.35,18000,0.1666,7
2025-08-11,2025-08-25,17475.38,put,20.25,22.38,21.31,18000,0.2082,14
2025-08-11,2025-08-25,18387.91,put,41.68,46.06,43.87,18000,0.1667,14
2025-08-11,2025-09-10,17408.43,put,105.39,116.48,110.93,18000,0.246,30
2025-08-11,2025-11-09,17693.05,call,92.49,102.23,97.36,18000,0.1929,90
2025-08-11,2025-08-25,17682.71,put,85.52,94.52,90.02,18000,0.1672,14
2025-08-11,2025-09-10,18168.07,call,91.06,100.64,95.85,18000,0.2131,30
2025-08-11,2025-11-09,18707.86,call,57.66,63.73,60.7,18000,0.1617,90
2025-08-11,2025-08-25,18044.23,call,153.16,169.28,161.22,18000,0.1892,14
2025-08-11,2025-08-25,18028.1,call,104.54,115.54,110.04,18000,0.2276,14
2025-08-11,2025-09-10,16448.57,call,151.44,167.38,159.41,18000,0.1908,30
2025-08-11,2025-09-10,18679.07,put,125.06,138.22,131.64,18000,0.2382,30
2025-08-11,2025-08-18,18128.36,call,149.48,165.22,157.35,18000,0.1965,7
2025-08-11,2025-08-18,17946.34,call,90.9,100.47,95.68,18000,0.1786,7
2025-08-11,2025-11-09,16860.39,put,82.82,91.54,87.18,18000,0.1905,90
2025-08-11,2025-09-10,16472.52,put,2.65,2.93,2.79,18000,0.2148,30
2025-08-11,2025-08-25,16441.11,put,31.07,34.35,32.71,18000,0.1979,14
2025-08-11,2025-10-10,19252.54,put,12.67,14.01,13.34,18000,0.2148,60
2025-08-11,2025-08-25,18048.13,put,170.52,188.47,179.49,18000,0.1933,14
2025-08-11,2025-09-10,16354.22,call,59.94,66.25,63.09,18000,0.172,30
2025-08-11,2025-09-10,18743.88,put,123.59,136.6,130.09,18000,0.1964,30
2025-08-11,2025-08-25,17459.8,put,37.22,41.14,39.18,18000,0.1508,14
2025-08-11,2025-08-18,17543.67,call,132.15,146.06,139.11,18000,0.2304,7
2025-08-11,2025-08-18,18291.65,call,133.72,147.79,140.75,18000,0.2084,7
2025-08-11,2025-11-09,17460.73,put,24.0,26.52,25.26,18000,0.2018,90
2025-08-11,2025-11-09,16946.07,put,29.05,32.11,30.58,18000,0.2242,90
2025-08-11,2025-08-18,17449.07,put,155.31,171.66,163.48,18000,0.225,7
2025-08-11,2025-09-10,17759.39,put,98.98,109.39,104.19,18000,0.2389,30
2025-08-11,2025-08-25,17304.86,call,46.33,51.21,48.77,18000,0.2216,14
2025-08-11,2025-09-10,16867.34,call,72.65,80.3,76.47,18000,0.1715,30
2025-08-11,2025-10-10,18807.64,call,13.16,14.55,13.85,18000,0.1688,60
2025-08-11,2025-08-25,16681.14,call,112.78,124.65,118.71,18000,0.2322,14
2025-08-11,2025-08-18,17179.01,put,108.89,120.35,114.62,18000,0.2033,7
2025-08-11,2025-09-10,18490.95,call,141.23,156.1,148.67,18000,0.2029,30
2025-08-11,2025-11-09,18700.71,call,140.86,155.69,148.28,18000,0.2155,90
2025-08-11,2025-08-25,18583.09,call,78.92,87.23,83.07,18000,0.2322,14
2025-08-11,2025-10-10,18985.19,put,73.93,81.71,77.82,18000,0.1868,60
2025-08-11,2025-08-18,17870.36,put,150.34,166.17,158.25,18000,0.1534,7
2025-08-11,2025-09-10,19167.58,put,114.03,126.03,120.03,18000,0.1539,30
2025-08-11,2025-08-18,19432.51,call,125.9,139.15,132.52,18000,0.2014,7
2025-08-11,2025-11-09,19171.5,put,138.97,153.6,146.29,18000,0.2248,90
2025-08-11,2025-11-09,16442.12,put,154.43,170.68,162.56,18000,0.2327,90
2025-08-11,2025-11-09,18893.46,put,0.98,1.08,1.03,18000,0.2174,90
2025-08-11,2025-09-10,17069.39,call,54.4,60.12,57.26,18000,0.1804,30
2025-08-11,2025-09-10,16280.73,call,69.43,76.74,73.08,18000,0.2349,30
2025-08-11,2025-10-10,18555.63,call,2.93,3.24,3.09,18000,0.1516,60
2025-08-11,2025-08-25,18742.17,put,143.15,158.22,150.68,18000,0.1539,14
2025-08-11,2025-09-10,16219.25,call,147.82,163.38,155.6,18000,0.2125,30
2025-08-11,2025-08-25,17606.14,put,129.4,143.02,136.21,18000,0.2491,14
2025-08-11,2025-09-10,18634.05,call,39.14,43.26,41.2,18000,0.1889,30
2025-08-11,2025-09-10,19326.28,call,58.47,64.62,61.54,18000,0.2429,30
2025-08-11,2025-11-09,18479.06,call,167.77,185.43,176.6,18000,0.2496,90
2025-08-11,2025-10-10,19299.76,put,101.43,112.11,106.77,18000,0.2215,60
2025-08-11,2025-09-10,19617.12,call,115.86,128.05,121.96,18000,0.2175,30
2025-08-11,2025-08-25,16596.23,call,85.56,94.57,90.06,18000,0.1667,14
2025-08-11,2025-08-18,18519.32,call,47.07,52.03,49.55,18000,0.2149,7
2025-08-11,2025-09-10,18892.06,call,30.67,33.9,32.28,18000,0.2099,30
2025-08-11,2025-10-10,16352.43,put,143.19,158.26,150.73,18000,0.2168,60
2025-08-11,2025-08-25,16268.92,put,29.32,32.4,30.86,18000,0.1525,14
2025-08-11,2025-10-10,17837.54,put,91.64,101.29,96.47,18000,0.2461,60
2025-08-11,2025-08-25,17646.79,call,142.58,157.59,150.08,18000,0.2084,14
2025-08-11,2025-08-25,19516.71,put,16.23,17.94,17.08,18000,0.2241,14
2025-08-11,2025-09-10,16387.16,put,39.47,43.62,41.54,18000,0.1567,30
2025-08-11,2025-08-18,18384.65,put,118.11,130.54,124.32,18000,0.1746,7
2025-08-11,2025-09-10,16960.43,call,116.87,129.17,123.02,18000,0.2476,30
2025-08-11,2025-09-10,18854.73,put,21.41,23.67,22.54,18000,0.2385,30
2025-08-11,2025-09-10,16308.09,put,103.12,113.97,108.55,18000,0.2191,30
2025-08-11,2025-08-18,17874.03,call,21.88,24.18,23.03,18000,0.2276,7
2025-08-11,2025-10-10,16441.26,call,114.45,126.5,120.48,18000,0.1896,60
2025-08-11,2025-08-25,19576.67,call,134.99,149.2,142.09,18000,0.2052,14
2025-08-11,2025-10-10,16805.23,call,45.92,50.76,48.34,18000,0.1969,60
2025-08-11,2025-08-25,16469.36,call,166.4,183.91,175.15,18000,0.1647,14
2025-08-11,2025-08-18,19683.94,put,26.6,29.4,28.0,18000,0.1509,7
2025-08-11,2025-09-10,17374.51,put,3.51,3.88,3.69,18000,0.172,30
2025-08-11,2025-08-25,17123.27,call,51.72,57.17,54.45,18000,0.1854,14
2025-08-11,2025-10-10,16957.82,put,132.83,146.82,139.82,18000,0.2398,60
2025-08-11,2025-08-25,19185.53,call,137.45,151.92,144.68,18000,0.2063,14
2025-08-11,2025-11-09,17922.59,put,24.64,27.23,25.93,18000,0.2006,90
2025-08-11,2025-09-10,16211.31,put,14.07,15.55,14.81,18000,0.1988,30
2025-08-11,2025-08-25,19160.57,put,62.21,68.76,65.49,18000,0.1782,14
2025-08-11,2025-11-09,17449.42,put,132.88,146.86,139.87,18000,0.2167,90
2025-08-11,2025-08-25,17329.95,call,96.2,106.32,101.26,18000,0.1626,14
2025-08-11,2025-08-18,19585.51,put,83.69,92.5,88.09,18000,0.1695,7
2025-08-11,2025-08-18,17973.25,put,112.53,124.38,118.45,18000,0.2187,7
2025-08-11,2025-08-18,19295.26,put,119.45,132.02,125.74,18000,0.1623,7
2025-08-11,2025-09-10,18944.81,put,152.17,168.19,160.18,18000,0.2403,30
2025-08-11,2025-08-18,16831.77,call,87.71,96.94,92.32,18000,0.2236,7
2025-08-11,2025-10-10,19692.85,put,113.15,125.06,119.1,18000,0.1872,60
2025-08-11,2025-10-10,16795.09,call,31.27,34.56,32.91,18000,0.1719,60
2025-08-11,2025-08-25,19451.49,put,165.86,183.32,174.59,18000,0.2427,14
2025-08-11,2025-08-18,19028.32,put,62.82,69.44,66.13,18000,0.2298,7
2025-08-11,2025-09-10,17414.93,call,136.1,150.43,143.27,18000,0.2345,30
2025-08-11,2025-10-10,18621.95,call,88.93,98.29,93.61,18000,0.1753,60
2025-08-11,2025-10-10,17098.81,put,106.61,117.84,112.23,18000,0.2252,60
2025-08-11,2025-08-25,19053.34,put,39.68,43.86,41.77,18000,0.1877,14
2025-08-11,2025-10-10,17849.96,call,50.27,55.56,52.91,18000,0.17,60
2025-08-11,2025-08-25,19614.61,call,35.49,39.23,37.36,18000,0.1791,14
2025-08-11,2025-08-25,19028.93,call,79.74,88.13,83.93,18000,0.1968,14
2025-08-11,2025-08-18,18728.96,call,73.53,81.27,77.4,18000,0.1987,7
2025-08-11,2025-08-18,18734.7,call,68.04,75.2,71.62,18000,0.2269,7
2025-08-11,2025-08-25,16814.55,call,7.77,8.59,8.18,18000,0.2263,14
2025-08-11,2025-08-18,18038.09,put,80.08,88.51,84.3,18000,0.217,7
2025-08-11,2025-10-10,18004.59,call,47.62,52.63,50.12,18000,0.2126,60
2025-08-11,2025-08-18,17777.44,put,136.12,150.45,143.28,18000,0.2496,7
2025-08-11,2025-09-10,17816.54,call,79.63,88.01,83.82,18000,0.1836,30
2025-08-11,2025-11-09,16601.73,call,157.72,174.33,166.03,18000,0.1689,90
2025-08-11,2025-10-10,17567.11,put,9.49,10.49,9.99,18000,0.17,60
2025-08-11,2025-09-10,18545.46,call,115.83,128.03,121.93,18000,0.1737,30
2025-08-11,2025-11-09,19206.24,put,11.31,12.51,11.91,18000,0.1887,90
2025-08-11,2025-11-09,18897.93,call,132.57,146.52,139.54,18000,0.2025,90
2025-08-11,2025-09-10,17706.9,put,164.42,181.72,173.07,18000,0.153,30
2025-08-11,2025-09-10,18493.54,call,116.02,128.24,122.13,18000,0.2111,30
2025-08-11,2025-10-10,19253.19,call,86.58,95.7,91.14,18000,0.21,60
2025-08-11,2025-08-25,19486.55,put,1.76,1.94,1.85,18000,0.2463,14
2025-08-11,2025-08-18,18742.49,call,135.86,150.16,143.01,18000,0.1936,7
2025-08-11,2025-10-10,17423.9,put,145.27,160.56,152.92,18000,0.1813,60
2025-08-11,2025-08-25,17436.19,put,168.41,186.14,177.27,18000,0.2041,14
2025-08-11,2025-08-25,19543.07,put,41.04,45.36,43.2,18000,0.1665,14
2025-08-11,2025-10-10,17182.62,call,76.39,84.43,80.41,18000,0.2468,60
2025-08-11,2025-08-25,16881.82,put,113.19,125.1,119.14,18000,0.1971,14
2025-08-11,2025-08-25,18531.06,put,154.65,170.92,162.78,18000,0.2078,14
2025-08-11,2025-11-09,16613.27,call,1.18,1.3,1.24,18000,0.1556,90
2025-08-11,2025-10-10,19313.87,put,68.81,76.05,72.43,18000,0.1911,60
2025-08-11,2025-08-25,19424.03,call,51.1,56.48,53.79,18000,0.1795,14
2025-08-11,2025-08-18,17784.21,put,58.5,64.66,61.58,18000,0.1685,7
2025-08-11,2025-08-18,19307.29,put,125.67,138.9,132.29,18000,0.162,7
2025-08-11,2025-08-18,16620.92,call,51.29,56.69,53.99,18000,0.1993,7
2025-08-11,2025-10-10,18841.98,call,19.94,22.03,20.98,18000,0.1664,60
2025-08-11,2025-11-09,17478.47,call,125.34,138.54,131.94,18000,0.1844,90
2025-08-11,2025-10-10,18293.1,call,96.89,107.09,101.99,18000,0.2321,60
2025-08-11,2025-09-10,17679.09,put,1.85,2.04,1.95,18000,0.1827,30
2025-08-11,2025-09-10,19083.53,call,12.94,14.3,13.62,18000,0.1599,30
2025-08-11,2025-11-09,16627.35,call,38.69,42.77,40.73,18000,0.2085,90
2025-08-11,2025-09-10,18341.45,call,105.5,116.6,111.05,18000,0.22,30
2025-08-11,2025-09-10,18116.25,put,135.0,149.21,142.11,18000,0.2373,30
2025-08-11,2025-11-09,17086.48,put,44.4,49.08,46.74,18000,0.2484,90
2025-08-11,2025-08-25,17752.44,call,19.78,21.87,20.83,18000,0.1644,14
2025-08-11,2025-08-18,18691.24,call,169.19,187.0,178.1,18000,0.1718,7
2025-08-11,2025-08-18,17110.29,call,153.51,169.67,161.59,18000,0.2189,7
2025-08-11,2025-08-18,16475.18,call,62.0,68.52,65.26,18000,0.1851,7
2025-08-11,2025-08-18,17381.45,put,142.72,157.74,150.23,18000,0.1656,7
2025-08-11,2025-11-09,19227.27,put,23.87,26.38,25.13,18000,0.1683,90
2025-08-11,2025-11-09,17584.6,call,34.93,38.6,36.76,18000,0.1776,90
2025-08-11,2025-10-10,16627.12,put,71.95,79.52,75.74,18000,0.1577,60
2025-08-11,2025-08-25,16317.57,call,42.71,47.21,44.96,18000,0.1812,14
2025-08-11,2025-09-10,18563.07,put,158.71,175.41,167.06,18000,0.1832,30
2025-08-11,2025-11-09,17006.34,put,104.79,115.82,110.3,18000,0.1616,90
2025-08-11,2025-09-10,16358.55,call,60.65,67.03,63.84,18000,0.1577,30
2025-08-11,2025-10-10,18652.87,put,139.31,153.97,146.64,18000,0.2334,60
2025-08-11,2025-11-09,17777.44,call,18.1,20.01,19.06,18000,0.1755,90
2025-08-11,2025-10-10,17687.42,put,47.56,52.56,50.06,18000,0.2038,60
2025-08-11,2025-10-10,18202.78,put,7.17,7.92,7.54,18000,0.2327,60
2025-08-11,2025-11-09,16992.32,put,95.25,105.28,100.27,18000,0.2379,90
2025-08-11,2025-09-10,17144.43,call,151.54,167.49,159.51,18000,0.172,30
2025-08-11,2025-10-10,19499.11,put,48.85,54.0,51.43,18000,0.1817,60
2025-08-11,2025-08-25,17333.37,put,73.27,80.98,77.12,18000,0.2177,14
2025-08-11,2025-10-10,17798.05,put,142.43,157.42,149.93,18000,0.1646,60
2025-08-11,2025-08-25,17053.72,put,156.48,172.95,164.71,18000,0.1879,14
2025-08-11,2025-08-25,19239.16,put,46.92,51.86,49.39,18000,0.2047,14
2025-08-11,2025-08-25,18262.95,put,95.66,105.73,100.69,18000,0.2384,14
2025-08-11,2025-08-25,16222.96,call,55.46,61.3,58.38,18000,0.2197,14
2025-08-11,2025-08-18,18822.14,call,140.29,155.06,147.68,18000,0.2357,7
2025-08-11,2025-09-10,19608.32,put,105.91,117.06,111.48,18000,0.1882,30
2025-08-11,2025-11-09,19765.2,call,32.68,36.12,34.4,18000,0.2498,90
2025-08-11,2025-08-18,17751.54,call,30.98,34.24,32.61,18000,0.2439,7
2025-08-11,2025-09-10,19393.63,call,93.44,103.28,98.36,18000,0.1807,30
2025-08-11,2025-08-18,16776.81,call,75.63,83.59,79.61,18000,0.2065,7
2025-08-11,2025-08-25,19432.67,call,58.23,64.36,61.3,18000,0.219,14
2025-08-11,2025-08-18,16388.61,call,27.88,30.81,29.34,18000,0.2102,7
2025-08-11,2025-09-10,17045.98,call,166.67,184.22,175.44,18000,0.2335,30
2025-08-11,2025-08-18,17033.31,put,6.14,6.79,6.47,18000,0.1778,7
2025-08-11,2025-08-25,16382.24,call,1.66,1.83,1.74,18000,0.192,14
2025-08-11,2025-09-10,16303.15,put,133.66,147.73,140.69,18000,0.2447,30
2025-08-11,2025-09-10,17303.16,put,62.26,68.82,65.54,18000,0.2198,30
2025-08-11,2025-10-10,19705.68,put,91.55,101.18,96.37,18000,0.1562,60
2025-08-11,2025-10-10,17734.04,put,37.92,41.92,39.92,18000,0.1663,60
2025-08-11,2025-08-18,17013.88,call,15.38,16.99,16.18,18000,0.1588,7
2025-08-11,2025-10-10,17820.21,call,49.13,54.3,51.72,18000,0.2126,60
2025-08-11,2025-08-25,18586.07,put,75.6,83.56,79.58,18000,0.1993,14
2025-08-11,2025-09-10,17943.81,call,27.59,30.5,29.05,18000,0.203,30
2025-08-11,2025-08-25,16950.92,call,26.32,29.09,27.7,18000,0.226,14
2025-08-11,2025-10-10,18842.06,call,69.85,77.2,73.52,18000,0.1861,60
2025-08-11,2025-08-25,16404.05,put,57.72,63.79,60.76,18000,0.2085,14
2025-08-11,2025-08-25,16896.37,put,58.96,65.17,62.07,18000,0.2476,14
2025-08-11,2025-10-10,19424.48,put,19.0,21.0,20.0,18000,0.1622,60
2025-08-11,2025-10-10,18620.58,call,93.29,103.12,98.2,18000,0.1641,60
2025-08-11,2025-08-25,17629.17,put,91.51,101.14,96.33,18000,0.2156,14
2025-08-11,2025-08-25,16325.78,put,169.73,187.6,178.66,18000,0.1581,14
2025-08-11,2025-08-25,18016.63,put,135.74,150.03,142.89,18000,0.2477,14
2025-08-11,2025-09-10,18280.11,call,168.46,186.2,177.33,18000,0.2138,30
2025-08-11,2025-08-25,17763.7,put,56.48,62.42,59.45,18000,0.1927,14
2025-08-11,2025-08-18,18002.56,put,159.79,176.61,168.2,18000,0.1702,7
2025-08-11,2025-09-10,17204.18,call,133.3,147.33,140.31,18000,0.2056,30
2025-08-11,2025-08-25,18084.96,put,152.18,168.19,160.18,18000,0.154,14
2025-08-11,2025-10-10,16902.03,call,130.88,144.65,137.77,18000,0.171,60
2025-08-11,2025-08-25,18368.89,put,21.54,23.81,22.67,18000,0.1603,14
2025-08-11,2025-08-25,18625.82,call,25.95,28.69,27.32,18000,0.1635,14
2025-08-11,2025-09-10,18339.27,put,0.92,1.02,0.97,18000,0.2266,30
2025-08-11,2025-10-10,17193.32,call,79.36,87.71,83.53,18000,0.1518,60
2025-08-11,2025-08-25,17040.0,call,111.53,123.27,117.4,18000,0.2161,14
2025-08-11,2025-11-09,18541.53,call,145.26,160.55,152.9,18000,0.2106,90
2025-08-11,2025-09-10,16608.39,put,81.83,90.44,86.14,18000,0.1841,30
2025-08-11,2025-08-25,17680.95,call,2.34,2.59,2.46,18000,0.1965,14
2025-08-11,2025-08-18,17130.93,put,132.94,146.94,139.94,18000,0.1983,7
2025-08-11,2025-09-10,18173.32,put,108.31,119.71,114.01,18000,0.1993,30
2025-08-11,2025-08-18,19675.09,call,101.23,111.89,106.56,18000,0.2306,7
2025-08-11,2025-10-10,18230.11,put,93.49,103.33,98.41,18000,0.1863,60
2025-08-11,2025-11-09,18363.28,put,147.57,163.11,155.34,18000,0.23,90
2025-08-11,2025-10-10,19769.23,put,119.33,131.89,125.61,18000,0.2025,60
2025-08-11,2025-10-10,18379.73,put,116.22,128.45,122.33,18000,0.2176,60
2025-08-11,2025-08-25,18292.3,call,46.5,51.4,48.95,18000,0.1501,14
2025-08-11,2025-09-10,19527.43,call,101.48,112.16,106.82,18000,0.2134,30
2025-08-11,2025-10-10,17364.71,call,21.78,24.07,22.93,18000,0.2337,60
2025-08-11,2025-10-10,19527.32,put,111.11,122.81,116.96,18000,0.2418,60
2025-08-11,2025-11-09,19419.35,call,133.35,147.39,140.37,18000,0.2229,90
2025-08-11,2025-09-10,16200.11,call,94.79,104.77,99.78,18000,0.1823,30
2025-08-11,2025-11-09,19647.47,call,94.58,104.54,99.56,18000,0.2399,90
2025-08-11,2025-08-18,17582.55,put,66.47,73.47,69.97,18000,0.2107,7
2025-08-11,2025-08-18,17603.64,call,16.53,18.27,17.4,18000,0.1815,7
2025-08-11,2025-09-10,19187.0,put,90.95,100.52,95.74,18000,0.1944,30
2025-08-11,2025-08-25,16436.92,put,138.93,153.56,146.25,18000,0.2083,14
2025-08-11,2025-08-25,17915.26,call,115.0,127.1,121.05,18000,0.1903,14
2025-08-11,2025-11-09,18700.75,call,21.94,24.25,23.1,18000,0.2132,90
